BBL,EUI_2013,floorArea_2013,EUI_2014,floorArea_2014,EUI_2015,floorArea_2015,EUI_2016,floorArea_2016,Occupancy,TYPE_2016,water_intensity,naturalgas_use,Metered Areas (Energy),Metered Areas  (Water),naturalgas_intensity,Borough,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,NumFloors,UnitsRes,UnitsTotal,YearBuilt,XCoord,YCoord,ZipCode,Address,Longitude,Latitude
1007937505,82.2,103830.0,90.3,108689.0,90.6,108689.0,89.8,108689.0,100.0,Multifamily Housing,29.18,6130797.0,Whole Building,Whole Building,56.4067844952,MN,23510,108969,12119,96850,0,0,12.0,49,49,2001,984958.0,208984.0,10011.0,151 WEST 17 STREET,-73.997445088,40.7402893588
1015820040,74.5,121518.0,86.2,114640.0,74.7,114640.0,72.9,114640.0,100.0,Multifamily Housing,23.71,6816182.3,Whole Building,Whole Building,59.4572775645,MN,13617,114640,0,114640,0,0,16.0,46,46,1929,999120.0,221733.0,10028.0,520 EAST 86 STREET,-73.9463114391,40.7752696278
1015830012,65.0,223473.0,73.0,223473.0,72.0,223473.0,68.3,223473.0,100.0,Multifamily Housing,33.95,11774893.4,Whole Building,Whole Building,52.6904520904,MN,18037,223473,20000,203473,0,0,21.0,138,139,1962,999249.0,221907.0,10028.0,525 EAST 86 STREET,-73.9458452926,40.775746994
1015847501,70.5,310366.0,38.5,300000.0,89.5,300000.0,97.3,300000.0,100.0,Multifamily Housing,27.96,14964909.9,Whole Building,Whole Building,49.883033,MN,29407,280670,31572,246758,1976,0,19.0,96,97,2005,999640.0,222030.0,10128.0,170 EAST END AVENUE,-73.9444332845,40.7760839245
2057980086,65.1,137886.0,59.0,120650.0,55.8,120650.0,69.3,120650.0,100.0,Multifamily Housing,30.26,3965900.1,Whole Building,Whole Building,32.8711156237,BX,24100,120650,2805,117845,2805,0,6.0,84,86,1954,1009387.0,262649.0,10463.0,3640 JOHNSON AVENUE,-73.9090888455,40.8875489864
2043370001,19.0,114195.0,140.0,108757.0,102.3,108757.0,70.5,108757.0,100.0,Multifamily Housing,48.52,426617.4,Whole Building,Whole Building,3.92266612724,BX,24375,108757,0,108757,0,0,7.0,116,116,1937,1020024.0,251821.0,10467.0,601 PELHAM PARKWAY NORTH,-73.8706766458,40.8577927717
1011170029,80.1,129855.0,94.1,119866.0,160.9,119866.0,81.0,119866.0,100.0,Multifamily Housing,27.95,218067.0,Whole Building,Whole Building,1.8192565031,MN,15062,119866,0,119866,0,0,12.0,94,94,1910,989815.0,220354.0,10023.0,1 WEST 64 STREET,-73.9799085479,40.7714953896
1015860013,82.6,71005.0,82.8,71000.0,55.8,71000.0,64.7,71000.0,100.0,Multifamily Housing,36.97,228518.2,Whole Building,Whole Building,3.21856619718,MN,19948,71000,0,71000,0,0,6.0,70,70,1942,999712.0,222525.0,10128.0,525 EAST 89 STREET,-73.9441721842,40.7774424433
1015890019,77.7,89264.0,72.9,89264.0,75.1,89264.0,80.7,89264.0,100.0,Multifamily Housing,20.17,5717999.9,Whole Building,Whole Building,64.0571775856,MN,6425,89264,0,89264,0,0,15.0,39,39,1928,998878.0,220238.0,10075.0,25 EAST END AVENUE,-73.947188441,40.7711666485
1015890023,69.7,89400.0,82.4,89400.0,38.4,89400.0,78.5,89400.0,100.0,Multifamily Housing,31.56,222100.0,Whole Building,Whole Building,2.48434004474,MN,7423,89400,0,89400,0,0,12.0,75,75,1942,998933.0,220326.0,10028.0,33 EAST END AVENUE,-73.946989682,40.7714080944
1015890034,78.2,195000.0,91.7,195000.0,86.1,195000.0,79.0,195000.0,100.0,Multifamily Housing,40.38,11966211.6,Whole Building,Not Available,61.3651876923,MN,14100,195000,18000,177000,3000,0,20.0,104,107,1951,999042.0,220451.0,10028.0,45 EAST END AVENUE,-73.9465958822,40.7717510049
1015890041,69.3,224000.0,78.1,210000.0,82.6,210000.0,72.1,210000.0,100.0,Multifamily Housing,29.48,378079.4,Whole Building,Not Available,1.80037809524,MN,17875,210000,21500,188500,1500,0,15.0,183,185,1951,999109.0,220532.0,10028.0,55 EAST END AVENUE,-73.9463538105,40.7719732164
4045740041,61.6,165000.0,27.7,150000.0,66.9,150000.0,58.6,150000.0,100.0,Multifamily Housing,26.51,8413374.8,Whole Building,Whole Building,56.0891653333,QN,139515,150000,0,150000,0,0,6.0,108,108,1956,1039826.0,229024.0,11357.0,162-01 POWELLS COVE BLVD,-73.799281267,40.7951192204
1015900008,65.7,312568.0,60.2,296940.0,71.3,296940.0,69.2,296940.0,100.0,Multifamily Housing,41.4,14910707.4,Whole Building,Not Available,50.214546373,MN,24150,296940,16500,280440,1500,0,20.0,190,192,1963,999189.0,220740.0,10028.0,75 EAST END AVENUE,-73.9460645202,40.7725439871
1015900036,85.2,169386.0,106.6,169386.0,92.8,169386.0,109.1,169386.0,100.0,Multifamily Housing,41.93,13838515.0,Whole Building,Whole Building,81.6981037394,MN,22499,169386,19467,149919,967,0,15.0,155,157,1951,999319.0,220906.0,10028.0,85 EAST END AVENUE,-73.9455947986,40.7729993929
1015900042,80.7,53736.0,238.4,53736.0,80.3,53736.0,45.5,53736.0,100.0,Multifamily Housing,22.87,1557354.7,Whole Building,Not Available,28.9815896233,MN,4569,53736,0,53736,0,0,14.0,22,22,1929,999335.0,221038.0,10028.0,93 EAST END AVENUE,-73.9455367358,40.773361671
1015950001,74.3,120343.0,82.5,142639.0,93.6,142639.0,77.5,106645.0,100.0,Multifamily Housing,76.16,8617946.8,Whole Building,Whole Building,80.8096657133,MN,20183,106645,0,106645,0,0,7.0,118,118,1920,997708.0,230372.0,10026.0,20 LENOX AVENUE,-73.9513921963,40.7989836304
1015997501,63.2,205470.0,66.8,214870.0,72.7,214870.0,67.3,214870.0,100.0,Multifamily Housing,37.87,5604399.7,Whole Building,Not Available,26.0827463117,MN,54918,194790,31308,163482,0,31308,8.0,129,136,2003,998823.0,230937.0,10026.0,1400 5 AVENUE,-73.9473637975,40.8005326324
1015997502,47.0,328348.0,58.8,484897.0,58.6,484897.0,60.5,484897.0,100.0,Multifamily Housing,44.41,7116114.4,Whole Building,Whole Building,14.675517481,MN,54186,364007,89757,274250,0,14325,12.0,249,253,2006,998553.0,231118.0,10026.0,40 WEST 116 STREET,-73.9483386244,40.801029869
1016010027,134.1,80718.0,142.3,162530.0,142.6,162530.0,90.4,162530.0,95.0,Multifamily Housing,83.03,6294500.0,Whole Building,Whole Building,38.7282347874,MN,48906,162530,15880,146650,15880,0,21.0,146,148,1976,999119.0,231426.0,10035.0,1 WEST 117 STREET,-73.9462935928,40.8018743102
4001590021,60.5,60000.0,73.7,58926.0,71.1,58926.0,69.7,58926.0,100.0,Multifamily Housing,36.46,3337499.7,Whole Building,Whole Building,56.638830058,QN,13302,58926,0,58926,0,0,6.0,61,61,1936,1006094.0,211304.0,11104.0,41-08 43 STREET,-73.9211655112,40.7466302284
1015030014,53.5,114138.0,57.7,112857.0,55.9,112857.0,51.0,112857.0,100.0,Multifamily Housing,27.45,3711079.9,Whole Building,Whole Building,32.8830280798,MN,11249,112857,3000,109857,3000,0,16.0,40,42,1948,996255.0,225041.0,10128.0,1274 MADISON AVENUE,-73.9566496911,40.7843535673
1016020060,70.0,118008.0,74.5,121369.0,67.7,121369.0,66.5,121369.0,100.0,Multifamily Housing,26.86,6150760.2,Whole Building,Whole Building,50.6781814137,MN,15386,121369,0,121369,0,0,11.0,113,113,1926,996861.0,226368.0,10029.0,12 EAST 97 STREET,-73.9544589214,40.7879949834
1016027501,62.3,97000.0,19.8,112700.0,95.2,112700.0,72.6,112700.0,100.0,Multifamily Housing,37.42,5473199.7,Whole Building,Not Available,48.5643274179,MN,10092,97000,2563,94437,2563,0,16.0,60,62,1924,997244.0,226034.0,10128.0,65 EAST 96 STREET,-73.953076471,40.7870776881
1016030001,78.0,99232.0,83.7,88349.0,82.6,88349.0,72.6,88349.0,100.0,Multifamily Housing,46.37,4919599.6,Whole Building,Whole Building,55.6837043996,MN,20184,88349,18968,69381,18047,0,6.0,61,73,1922,996801.0,226578.0,10029.0,1160 5 AVENUE,-73.9546752021,40.7885714625
1016030001,44.0,371250.0,83.7,88349.0,82.6,88349.0,72.6,88349.0,100.0,Multifamily Housing,46.37,4919599.6,Whole Building,Whole Building,55.6837043996,MN,20184,88349,18968,69381,18047,0,6.0,61,73,1922,996801.0,226578.0,10029.0,1160 5 AVENUE,-73.9546752021,40.7885714625
1014020021,91.0,47531.0,116.2,59928.0,79.0,59928.0,99.8,59928.0,100.0,Multifamily Housing,61.61,86064.6,Whole Building,Whole Building,1.43613336003,MN,5925,59928,1750,58178,1750,0,11.0,17,19,1907,994168.0,218839.0,10065.0,901 LEXINGTON AVENUE,-73.9641950454,40.7673332969
1000907501,75.1,336447.0,79.2,343000.0,77.8,343000.0,20.2,420470.0,100.0,Multifamily Housing,33.34,4173399.8,Whole Building,Not Available,9.92555901729,MN,12850,336447,97919,238528,85919,12000,29.0,302,303,1896,982088.0,198397.0,10038.0,15 PARK ROW,-74.0077984629,40.7112303812
1015190069,67.2,69500.0,75.5,65434.0,80.1,65434.0,79.5,65434.0,100.0,Multifamily Housing,27.73,241400.0,Whole Building,Whole Building,3.6892135587,MN,5376,65434,0,65434,0,0,16.0,32,32,1924,996819.0,224575.0,10128.0,1133 PARK AVENUE,-73.9546139473,40.7830737373
1019930096,69.1,64240.0,80.0,55062.0,97.2,55062.0,88.6,55062.0,100.0,Multifamily Housing,33.64,204905.0,Whole Building,Whole Building,3.72135047764,MN,11967,55062,3000,52062,0,3000,6.0,41,45,1926,995428.0,236262.0,10027.0,200 CLAREMONT AVENUE,-73.9596173256,40.8151532305
1016120001,76.8,546288.0,81.6,532700.0,82.5,532700.0,83.9,532700.0,100.0,Multifamily Housing,81.96,18871866.6,Whole Building,Whole Building,35.4268192228,MN,84769,532700,42700,490000,0,7700,24.0,446,452,1974,998089.0,228663.0,10029.0,1250 5 AVENUE,-73.9500196171,40.7942923019
1016137501,77.5,89812.0,83.1,79832.0,83.9,79832.0,80.8,79832.0,100.0,Multifamily Housing,27.59,5523066.3,Whole Building,Whole Building,69.1836143401,MN,11101,78278,23111,55167,19417,0,8.0,59,62,1925,998051.0,228926.0,10029.0,1255 5 AVENUE,-73.9501563158,40.795014225
1013690007,52.0,136655.0,66.0,128114.0,68.3,128114.0,61.5,128114.0,100.0,Multifamily Housing,31.55,191526.7,Whole Building,Whole Building,1.49497088531,MN,11675,128114,0,128114,0,0,15.0,92,92,1927,994799.0,215509.0,10022.0,419 EAST 57 STREET,-73.9619222993,40.7581925745
1016150060,90.8,53145.0,95.6,57512.0,96.6,57512.0,119.5,57512.0,95.0,Multifamily Housing,68.52,5719099.8,Whole Building,Whole Building,99.4418521352,MN,14886,57512,0,57512,0,0,5.0,60,60,1910,998524.0,229383.0,10029.0,18 EAST 110 STREET,-73.9484470583,40.7962678144
1016160001,74.7,723322.0,76.2,680000.0,80.5,680000.0,75.9,680000.0,100.0,Multifamily Housing,69.4,20016970.4,Whole Building,Whole Building,29.4367211765,MN,81805,680000,55000,625000,0,5000,34.0,600,611,1974,998609.0,229579.0,10029.0,1309 5 AVENUE,-73.9481396476,40.7968056434
1016170001,100.3,101287.0,110.1,102811.0,117.9,102811.0,110.5,102811.0,100.0,Multifamily Housing,56.94,8298099.9,Whole Building,Whole Building,80.7121796306,MN,30274,102811,24257,78554,0,14166,6.0,71,82,1989,998601.0,229878.0,10029.0,1321 5 AVENUE,-73.9481679022,40.79762633
1016170007,78.2,138390.0,83.6,130000.0,83.2,130000.0,80.5,130000.0,100.0,Multifamily Housing,121.9,10323987.3,Whole Building,Not Available,79.4152869231,MN,54494,130000,0,130000,0,0,7.0,135,135,1982,998786.0,229776.0,10029.0,1680 MADISON AVENUE,-73.947499951,40.7973460654
1016210014,75.2,93170.0,75.6,77000.0,75.3,77000.0,78.8,77000.0,100.0,Multifamily Housing,3.41,5439526.4,Whole Building,Whole Building,70.6432,MN,17156,77000,0,77000,0,0,7.0,84,84,1985,999374.0,230646.0,10029.0,1760 MADISON AVENUE,-73.9453742972,40.7997329911
2039260024,61.0,65130.0,69.1,56250.0,44.3,56250.0,76.6,56250.0,100.0,Multifamily Housing,5.68,3557200.0,Whole Building,Whole Building,63.2391111111,BX,12500,56250,0,56250,0,0,5.0,53,53,1929,1021421.0,245268.0,10460.0,1562 THIERIOT AVENUE,-73.8656628143,40.8398009717
1016220043,59.3,63882.0,64.0,63882.0,51.1,63882.0,71.3,63882.0,100.0,Multifamily Housing,87.39,1948675.0,Whole Building,Whole Building,30.5042891581,MN,17055,63882,0,63882,0,0,6.0,54,54,2001,999805.0,230812.0,10035.0,62 EAST 117 STREET,-73.9438172033,40.8001878674
1016240015,101.2,183689.0,96.3,186100.0,90.3,186100.0,87.9,186100.0,100.0,Multifamily Housing,44.98,9713786.5,Whole Building,Whole Building,52.1965959162,MN,14074,186100,12895,173205,1942,10953,22.0,211,213,2002,997851.0,225774.0,10029.0,1490 LEXINGTON AVENUE,-73.9508850184,40.7863631444
2057260673,59.5,108570.0,49.6,93060.0,72.1,93060.0,72.0,93060.0,100.0,Multifamily Housing,20.15,6592000.2,Whole Building,Whole Building,70.8360219213,BX,24675,93060,0,93060,0,0,6.0,78,78,1964,1008648.0,259946.0,10463.0,2750 JOHNSON AVENUE,-73.9117713773,40.880132174
1016300041,18.2,65019.0,18.2,65019.0,17.7,65019.0,17.8,65019.0,100.0,Multifamily Housing,65.83,38748.0,Whole Building,Not Available,0.595948876482,MN,27047,65019,0,65019,0,0,6.0,60,60,1920,998890.0,227038.0,10029.0,160 EAST 103 STREET,-73.9471303001,40.7898308251
1016370028,69.8,59400.0,76.1,59400.0,80.3,59400.0,82.3,59400.0,95.0,Multifamily Housing,74.36,3687499.9,Whole Building,Whole Building,62.0791228956,MN,15138,59400,0,59400,0,0,6.0,44,44,2002,999804.0,228552.0,10029.0,169 EAST 109 STREET,-73.9438260498,40.7939847847
3067950060,57.4,82110.0,68.6,71400.0,68.6,71400.0,75.5,71400.0,100.0,Multifamily Housing,28.62,5376599.7,Whole Building,Whole Building,75.3025168067,BK,18774,71400,0,71400,0,0,6.0,59,59,1939,995232.0,160082.0,11229.0,1773 EAST 12 STREET,-73.9604496732,40.6060576027
1016550015,74.9,52250.0,75.7,52520.0,75.9,52520.0,76.8,52520.0,100.0,Multifamily Housing,0.0,3057699.8,Whole Building,Whole Building,58.2197220107,MN,11479,52520,0,52520,0,0,7.0,48,48,2002,999879.0,227269.0,10029.0,235 EAST 105 STREET,-73.9435581697,40.7904631642
1016720017,67.7,250090.0,72.5,250090.0,75.3,250090.0,74.5,250090.0,100.0,Multifamily Housing,7.33,11894158.1,Whole Building,Whole Building,47.559510976,MN,49356,250090,41236,208854,0,16435,7.0,232,237,2003,999983.0,225776.0,10029.0,1955 1 AVENUE,-73.9431860861,40.7863650957
1016747501,100.3,289504.0,99.9,424623.0,87.7,424623.0,88.5,424623.0,100.0,Multifamily Housing,49.2,10959473.3,Whole Building,Not Available,25.8098908914,MN,65595,371721,56065,315656,0,0,8.0,230,231,2003,1000207.0,226249.0,10029.0,333 EAST 102 STREET,-73.9423760696,40.7876629523
1016770014,73.5,82500.0,79.1,82500.0,77.4,82500.0,81.5,82500.0,95.0,Multifamily Housing,50.52,4623800.4,Whole Building,Whole Building,56.0460654545,MN,20689,82500,0,82500,0,0,10.0,102,102,1994,1000506.0,226921.0,10029.0,335 EAST 105 STREET,-73.9412946945,40.7895068668
1016940003,114.7,94886.0,111.3,175885.0,118.7,175885.0,113.2,175885.0,100.0,Multifamily Housing,17.01,4447369.8,Whole Building,Whole Building,25.2856684766,MN,65100,175885,31185,144700,0,0,13.0,115,116,1973,1000834.0,225620.0,10029.0,455 EAST 102 STREET,-73.9401134003,40.7859353616
4045730001,72.7,85615.0,81.7,77832.0,84.5,77832.0,104.0,77832.0,100.0,Multifamily Housing,37.36,5995827.2,Whole Building,Whole Building,77.0355021071,QN,37996,77832,0,77832,0,0,4.0,92,92,1928,1039398.0,228822.0,11357.0,160-15 POWELLS COVE BLVD,-73.8008286887,40.794567468
1017170033,91.6,87975.0,96.6,79352.0,83.0,79352.0,81.4,79352.0,100.0,Multifamily Housing,43.42,5193770.3,Whole Building,Whole Building,65.4522923178,MN,20184,79352,0,79352,0,0,8.0,110,110,1998,999314.0,231622.0,10035.0,1460 5 AVENUE,-73.9455888188,40.8024119461
1017170069,59.5,70813.0,70.3,68750.0,60.2,68750.0,14.1,68750.0,100.0,Multifamily Housing,33.76,92700.0,Whole Building,Whole Building,1.34836363636,MN,8578,68750,8750,60000,0,4000,8.0,34,37,1961,998633.0,232058.0,10026.0,170 LENOX AVENUE,-73.9480476568,40.8036097811
1017210056,27.1,50500.0,104.0,50500.0,104.9,50500.0,110.8,50500.0,100.0,Multifamily Housing,64.26,90389.4,Whole Building,Whole Building,1.78988910891,MN,10092,50500,0,50500,0,0,6.0,32,32,1900,999539.0,233053.0,10027.0,35 MT MORRIS PARK WEST,-73.9447728601,40.8063392604
1017277501,67.9,145778.0,65.0,152983.0,63.5,152983.0,61.8,152983.0,100.0,Multifamily Housing,34.5,5889899.9,Whole Building,Not Available,38.5003555951,MN,12971,138836,21746,117090,0,10969,12.0,77,78,2005,1000007.0,234525.0,10027.0,380 LENOX AVENUE,-73.9430788892,40.8103786699
1017280057,61.1,76680.0,83.7,79989.0,106.4,79989.0,104.5,79989.0,100.0,Multifamily Housing,49.47,5582630.0,Whole Building,Whole Building,69.7924714648,MN,24980,79989,79989,0,0,0,5.0,0,1,1989,1000362.0,234725.0,10037.0,38 WEST 131 STREET,-73.9417959957,40.810926974
1013440033,84.5,57042.0,78.7,51338.0,85.5,51338.0,88.4,51338.0,100.0,Multifamily Housing,67.65,742018.9,Whole Building,Whole Building,14.4535996728,MN,8034,51338,450,50888,450,0,9.0,65,67,1941,993632.0,214440.0,10022.0,340 EAST 52 STREET,-73.9661361971,40.7552597577
1013890001,60.9,228803.0,64.3,220003.0,38.4,220003.0,60.9,220003.0,100.0,Multifamily Housing,25.52,9090609.2,Whole Building,Whole Building,41.3203874493,MN,15325,220003,6000,214003,6000,0,20.0,140,145,1940,993787.0,221198.0,10021.0,930 5 AVENUE,-73.9655671451,40.7738085559
1014990040,62.8,221315.0,67.8,208788.0,67.4,208788.0,60.0,208788.0,100.0,Multifamily Housing,28.54,9597654.6,Whole Building,Whole Building,45.9684205989,MN,14700,208788,2250,206538,2250,0,15.0,72,77,1928,996202.0,223994.0,10128.0,1070 PARK AVENUE,-73.9568429378,40.7814799027
1017367501,68.7,145424.0,47.7,176100.0,74.8,176100.0,73.6,176100.0,100.0,Multifamily Housing,57.51,6680199.9,Whole Building,Whole Building,37.9341277683,MN,29543,170694,50300,120394,0,0,8.0,125,127,2007,1001729.0,236390.0,10037.0,34 WEST 139 STREET,-73.9368534246,40.8154943346
1012100017,80.2,59704.0,79.2,53370.0,84.6,53370.0,74.2,53370.0,100.0,Multifamily Housing,31.27,3530439.4,Whole Building,Whole Building,66.1502604459,MN,6334,53370,0,53370,0,0,12.0,53,53,1914,990710.0,224457.0,10024.0,135 WEST 79 STREET,-73.9766733636,40.7827564351
1017370025,105.7,567073.0,110.7,555954.0,72.5,555954.0,111.4,555954.0,100.0,Multifamily Housing,65.36,42469509.3,Whole Building,Whole Building,76.3903295956,MN,189025,555954,0,555954,0,0,16.0,771,771,1959,1001916.0,236679.0,10037.0,2300 5 AVENUE,-73.9361770871,40.8162871865
1013480036,93.6,105070.0,97.8,186001.0,89.3,186000.0,88.8,186000.0,100.0,Multifamily Housing,17.26,4722845.6,Whole Building,Whole Building,25.3916430108,MN,7932,186000,3000,0,0,3000,17.0,76,77,1900,994066.0,215392.0,10022.0,330 EAST 56 STREET,-73.9645683087,40.7578722836
1017480001,86.8,168970.0,95.5,168963.0,100.9,168963.0,87.3,168963.0,100.0,Multifamily Housing,32.74,11055983.5,Whole Building,Not Available,65.4343465729,MN,81405,168963,12008,156955,3968,0,6.0,135,136,1994,1000559.0,232130.0,10035.0,51 EAST 122 STREET,-73.941090645,40.8038040561
1017560039,90.1,62900.0,99.3,60520.0,101.5,60520.0,97.1,60520.0,100.0,Multifamily Housing,69.63,4749620.0,Whole Building,Whole Building,78.480171844,MN,13322,60520,0,60520,0,0,7.0,61,61,2008,1001816.0,234218.0,10037.0,58 EAST 132 STREET,-73.936544803,40.8095326287
1012000015,64.7,135251.0,49.6,126045.0,13.7,126045.0,63.3,126045.0,100.0,Multifamily Housing,25.31,6869010.6,Whole Building,Whole Building,54.4964941092,MN,11884,126045,0,126045,0,0,16.0,64,64,1926,992377.0,225696.0,10024.0,27 WEST 86 STREET,-73.9706524374,40.7861557842
1017690021,74.7,117118.0,76.0,120368.0,59.6,120368.0,60.8,120368.0,100.0,Multifamily Housing,70.51,4850400.3,Whole Building,Whole Building,40.2964267912,MN,29265,120368,117118,3250,0,0,8.0,125,125,1984,1001089.0,231237.0,10035.0,150 EAST 120 STREET,-73.9391784847,40.8013520223
1017700158,76.4,358400.0,95.2,358400.0,85.7,358400.0,79.8,358400.0,100.0,Multifamily Housing,98.29,10310590.4,Whole Building,Whole Building,28.7683883929,MN,83092,358400,5150,353250,0,5150,32.0,341,344,1974,1000945.0,231562.0,10035.0,1982 LEXINGTON AVENUE,-73.9396977963,40.8022443314
1017870001,174.1,278929.0,168.9,285185.0,171.6,285185.0,159.4,285185.0,100.0,Multifamily Housing,432.01,30320561.0,Whole Building,Not Available,106.318919298,MN,26945,285185,77803,207382,53263,6033,35.0,208,216,1974,1001794.0,231450.0,10035.0,2243 3 AVENUE,-73.9366315089,40.8019352772
1017890021,55.5,193185.0,63.7,208526.0,60.5,208526.0,56.2,208526.0,95.0,Multifamily Housing,31.15,6137280.1,Whole Building,Whole Building,29.4317260198,MN,24927,208526,37517,171009,299,8121,12.0,185,190,2009,1002392.0,231655.0,10035.0,245 EAST 124 STREET,-73.9344709947,40.8024967383
1017897501,45.4,62545.0,59.8,73341.0,79.9,73341.0,95.0,73341.0,100.0,Multifamily Housing,4.83,3867700.1,Whole Building,Whole Building,52.7358517064,MN,9675,63700,5664,58036,0,5664,8.0,49,52,2010,1002078.0,231964.0,10035.0,200 EAST 125 STREET,-73.9356043436,40.8033454974
1015060065,72.5,72954.0,81.8,65656.0,84.8,65656.0,82.4,65656.0,100.0,Multifamily Housing,24.56,88835.0,Whole Building,Whole Building,1.35303704155,MN,10066,65656,0,65656,0,0,9.0,37,37,1923,996499.0,225923.0,10128.0,2 EAST 95 STREET,-73.9557669938,40.7867740868
1018200061,80.9,51456.0,103.9,51456.0,120.8,51456.0,99.2,51456.0,100.0,Multifamily Housing,15.98,133300.0,Whole Building,Whole Building,2.59056281095,MN,11101,51456,0,51456,0,0,6.0,36,36,1904,996821.0,230621.0,10026.0,1809 ADAM C POWELL BLVD,-73.9545954093,40.7996683739
1018207503,69.1,114750.0,64.5,103659.0,61.8,103659.0,59.1,103659.0,100.0,Multifamily Housing,62.94,4414063.4,Whole Building,Not Available,42.5825389016,MN,20092,103821,9647,94174,0,8714,19.0,85,88,2006,997311.0,230304.0,10026.0,111 CENTRAL PARK NORTH,-73.9528262188,40.7987975847
1018237501,81.6,58430.0,101.2,58429.0,100.4,58429.0,96.4,58429.0,100.0,Multifamily Housing,53.13,4536005.9,Whole Building,Whole Building,77.6327833781,MN,10111,47419,0,47419,0,0,7.0,54,54,1915,997485.0,231158.0,10026.0,66 ST NICHOLAS AVENUE,-73.9521960816,40.8011413223
1018240016,107.7,154962.0,115.1,154962.0,110.4,154962.0,112.4,154962.0,100.0,Multifamily Housing,97.36,394963.0,Whole Building,Whole Building,2.54877324763,MN,50710,154962,0,154962,0,0,11.0,161,161,1981,997804.0,231217.0,10026.0,89 LENOX AVENUE,-73.9510437565,40.8013027776
1018250059,80.1,84777.0,73.3,76300.0,78.1,76300.0,85.0,76300.0,100.0,Multifamily Housing,44.95,4824249.7,Whole Building,Whole Building,63.2273879423,MN,18216,76300,0,76300,0,0,9.0,89,89,1983,997574.0,231701.0,10026.0,164 WEST 116 STREET,-73.9518735422,40.8026315746
1018257501,60.3,56831.0,65.9,60290.0,66.7,60290.0,60.8,60290.0,100.0,Multifamily Housing,60.36,2442700.3,Whole Building,Whole Building,40.5158450821,MN,4037,36839,1951,34888,0,0,16.0,32,33,2006,997956.0,231489.0,10026.0,106 WEST 116 STREET,-73.9504941864,40.8020491085
1018260036,149.3,75000.0,74.1,65286.0,74.7,65286.0,73.0,65286.0,100.0,Multifamily Housing,47.54,4590622.9,Whole Building,Whole Building,70.3155791441,MN,15138,65286,0,65286,0,0,6.0,48,48,1920,996579.0,230755.0,10026.0,1810 ADAM C POWELL BLVD,-73.9554692313,40.8000365082
1018270001,97.1,105273.0,102.5,105273.0,96.3,105273.0,87.5,105273.0,100.0,Multifamily Housing,66.97,665716.0,Whole Building,Whole Building,6.32371073305,MN,42889,105273,0,105273,0,0,7.0,113,113,1985,996166.0,231207.0,10026.0,257 WEST 111 STREET,-73.956960132,40.8012776911
1008650042,7.0,137924.0,72.9,128072.0,57.9,128072.0,64.9,128072.0,100.0,Multifamily Housing,28.14,111643.5,Whole Building,Whole Building,0.871724498719,MN,17350,128072,7000,121072,7000,0,13.0,108,119,1949,989391.0,211997.0,10016.0,28 EAST 36 STREET,-73.9814457159,40.7485578241
1018287506,43.9,33972.0,54.9,66215.0,32.6,66215.0,31.9,66215.0,100.0,Multifamily Housing,33.99,1048897.5,Whole Building,Whole Building,15.8407838103,MN,9461,32354,0,32354,0,0,6.0,35,35,2006,996328.0,231376.0,10026.0,261 WEST 112 STREET,-73.9563746939,40.8017413298
1018320010,53.9,99723.0,59.5,93857.0,60.3,93857.0,59.6,93857.0,100.0,Multifamily Housing,28.19,4664037.8,Whole Building,Whole Building,49.6930202329,MN,8384,93857,0,93857,0,0,15.0,61,61,1926,993563.0,228068.0,10025.0,41 WEST 96 STREET,-73.966366362,40.7926651167
1012250052,48.4,61560.0,49.9,55404.0,46.9,55404.0,59.9,55404.0,100.0,Multifamily Housing,31.14,133633.9,Whole Building,Not Available,2.41199010902,MN,7251,55404,0,55404,0,0,9.0,40,40,1925,992577.0,228096.0,10025.0,150 WEST 95 STREET,-73.9699272383,40.7927429532
1018320043,64.0,333342.0,70.0,342540.0,63.1,342540.0,58.4,342540.0,100.0,Multifamily Housing,32.23,14370401.5,Whole Building,Whole Building,41.952477083,MN,42536,342540,20000,322540,20000,0,14.0,243,243,1969,993690.0,228120.0,10025.0,28 WEST 97 STREET,-73.9659076321,40.7928077079
1018337501,69.9,390628.0,83.7,390628.0,85.5,390628.0,74.7,390628.0,100.0,Multifamily Housing,48.04,22904898.4,Whole Building,Whole Building,58.6360895788,MN,136041,323840,0,323840,0,0,19.0,414,414,1961,993787.0,228434.0,10025.0,382 CENTRAL PARK WEST,-73.9655568727,40.7936694489
1018337502,84.1,323725.0,109.6,390628.0,109.6,390628.0,103.9,390628.0,100.0,Multifamily Housing,54.8,13383150.8,Whole Building,Whole Building,34.2606029266,MN,102811,323725,0,323725,0,0,19.0,413,413,1961,994090.0,228256.0,10025.0,372 CENTRAL PARK WEST,-73.9644628411,40.7931805548
1018337503,67.2,390628.0,93.2,390628.0,91.5,390628.0,89.3,390628.0,100.0,Multifamily Housing,41.93,22486215.3,Whole Building,Not Available,57.5642690744,MN,132356,323200,0,323200,0,0,19.0,413,413,1960,993939.0,228718.0,10025.0,392 CENTRAL PARK WEST,-73.965007511,40.7944487866
